order_id,order_date,delivered_hour_of_day,supplier_type,restaurant_brand,user_id,is_first_order,customer_zone_code
54576115,2025-04-10,19,ODC,Other,3943425,FALSE,15
61327668,2024-08-29,11,Restaurant,Other,70969661,FALSE,4
54293257,2025-03-23,19,Restaurant,Other,2729960,FALSE,7
83118248,2025-01-03,14,Restaurant,Other,26622016,FALSE,7
1309880,2024-08-27,19,Restaurant,Other,98792342,FALSE,9
14830367,2025-04-26,19,Restaurant,Other,20439404,FALSE,5
24480367,2025-04-04,19,Restaurant,Other,28473882,FALSE,9
90897858,2024-08-01,19,Restaurant,Other,2517219,FALSE,12
83914906,2025-02-27,18,Restaurant,Other,24513496,FALSE,18
70676415,2024-07-17,18,Restaurant,Other,20753580,FALSE,11
82718129,2024-12-05,12,Restaurant,Other,95869704,FALSE,7
41821503,2024-10-03,20,Restaurant,Other,20558077,FALSE,9
82776385,2024-12-08,20,Restaurant,Other,2874924,FALSE,5
94064390,2025-03-09,11,Restaurant,Other,962005,FALSE,19
1500349,2024-09-10,12,Restaurant,Other,40005228,FALSE,9
11863382,2024-10-06,18,Restaurant,Other,8392257,FALSE,6
2557397,2024-11-24,13,Restaurant,Other,29122146,FALSE,15
99104,2024-06-08,8,Restaurant,Other,9077869,FALSE,4
61404246,2024-09-03,13,Restaurant,Other,26882290,FALSE,11
61843274,2024-10-05,13,Restaurant,Other,115675,FALSE,12
43655535,2025-02-10,12,Restaurant,Other,4198989,FALSE,15
2913530,2024-12-18,19,Restaurant,Other,31578636,FALSE,12
82443949,2024-11-16,20,Restaurant,Other,92487657,FALSE,2
3896101,2025-02-26,12,Restaurant,Other,24937035,FALSE,11
61465442,2024-09-07,20,Restaurant,Other,7548248,FALSE,5
60328532,2024-06-23,14,Restaurant,Other,44184399,FALSE,9
12925370,2024-12-19,19,Restaurant,Other,42444342,FALSE,5
52320566,2024-11-08,20,Restaurant,Other,82813453,FALSE,5
92795815,2024-12-10,12,Restaurant,Other,87420602,FALSE,9
71565328,2024-09-15,10,Restaurant,Other,39931902,FALSE,9
12520430,2024-11-22,5,Restaurant,Other,5330753,FALSE,6
1308907,2024-08-27,18,Restaurant,Other,69901896,FALSE,5
50808594,2024-07-26,20,Restaurant,Other,34589893,FALSE,5
63577248,2025-02-05,12,Restaurant,Other,2668941,FALSE,7
43169049,2025-01-06,19,Restaurant,Other,23683927,FALSE,9
54567885,2025-04-10,12,Restaurant,Other,40668176,FALSE,5
62651659,2024-11-30,19,Restaurant,Other,9419282,FALSE,13
1721418,2024-09-26,16,ODC,Other,29075597,FALSE,12
20529311,2024-07-07,12,ODC,Other,43288,FALSE,9
64135995,2025-03-13,20,Restaurant,Other,3160867,FALSE,2
3426054,2025-01-25,11,Restaurant,Other,8193358,FALSE,4
92771912,2024-12-08,18,Restaurant,Other,94933078,FALSE,9
73620289,2025-02-08,12,Restaurant,Other,3403980,FALSE,11
44046371,2025-03-08,11,Restaurant,Other,3026528,FALSE,6
93439251,2025-01-25,22,Restaurant,Other,85773879,FALSE,6
22787386,2024-12-09,18,Restaurant,Other,50869540,FALSE,4
72326866,2024-11-09,12,Restaurant,Other,65940181,FALSE,6
71031124,2024-08-09,18,Restaurant,Other,74124954,FALSE,12
31877094,2024-10-07,19,Restaurant,Other,6515644,FALSE,5
11278362,2024-08-25,15,Restaurant,Other,8167626,FALSE,11
30337536,2024-06-23,20,Restaurant,Other,46728916,FALSE,1
12253792,2024-11-03,21,Restaurant,Other,670021,FALSE,7
52011051,2024-10-18,12,Restaurant,Other,91964916,FALSE,7
94697245,2025-04-18,14,Restaurant,Other,98059474,FALSE,5
71906196,2024-10-10,12,Restaurant,Other,558873,FALSE,6
54847703,2025-04-27,18,Restaurant,Other,49903208,FALSE,11
42084362,2024-10-23,13,ODC,Other,2391183,FALSE,16
64844145,2025-04-27,15,Restaurant,Other,58604096,FALSE,8
64297069,2025-03-23,20,Restaurant,Other,739204,FALSE,11
11601671,2024-09-17,18,Restaurant,Other,28410013,FALSE,1
50573856,2024-07-10,14,Restaurant,Other,2175775,FALSE,4
2603174,2024-11-27,13,Restaurant,Other,37625342,FALSE,5
54592094,2025-04-11,20,Restaurant,Other,2720976,FALSE,4
61891346,2024-10-08,20,ODC,Other,809759,FALSE,6
60170258,2024-06-12,22,Restaurant,Other,911484,FALSE,9
278576,2024-06-20,12,Restaurant,Other,74730379,FALSE,7
70262773,2024-06-19,10,Restaurant,Other,34215687,FALSE,6
10377186,2024-06-26,20,Restaurant,Other,3053173,FALSE,9
63422915,2025-01-24,21,Restaurant,Other,30940186,FALSE,9
60182482,2024-06-13,20,Restaurant,Other,83899383,FALSE,11
24008999,2025-03-05,18,Restaurant,Other,32442476,FALSE,9
21114167,2024-08-14,17,Restaurant,Other,9167626,FALSE,9
22698367,2024-12-03,20,Restaurant,Other,2588675,FALSE,5
10693925,2024-07-19,9,Restaurant,Other,3479794,FALSE,6
14740282,2025-04-20,20,Restaurant,Other,42352034,FALSE,10
41615199,2024-09-18,19,Restaurant,Other,6177390,FALSE,4
74542934,2025-04-08,16,ODC,Other,71608402,FALSE,9
51729956,2024-09-27,12,Restaurant,Other,20314628,FALSE,4
22720607,2024-12-05,14,Restaurant,Brand A,28936697,FALSE,20
841172,2024-07-28,19,Restaurant,Other,2362278,FALSE,13
91764588,2024-09-29,15,Restaurant,Other,88195846,FALSE,13
42516657,2024-11-21,19,Restaurant,Other,8794209,FALSE,11
10653512,2024-07-15,20,Restaurant,Other,5438958,FALSE,5
54657319,2025-04-15,20,Restaurant,Other,28796673,FALSE,5
30839637,2024-07-28,18,Restaurant,Other,23438484,FALSE,11
14122955,2025-03-12,23,Restaurant,Other,55079206,FALSE,11
14296198,2025-03-23,20,Restaurant,Other,35879214,FALSE,9
84293549,2025-03-23,19,Restaurant,Other,32499046,FALSE,6
84515895,2025-04-06,18,Restaurant,Other,68664389,FALSE,11
4192952,2025-03-17,12,ODC,Other,49712825,FALSE,1
62573151,2024-11-25,12,Restaurant,Other,5136647,FALSE,9
30430041,2024-06-30,13,Restaurant,Other,33656304,FALSE,5
40122911,2024-06-09,17,Restaurant,Other,4810949,FALSE,9
91930395,2024-10-12,9,Restaurant,Other,9016009,FALSE,16
12218681,2024-11-01,19,Restaurant,Other,2731044,FALSE,12
34723844,2025-04-19,21,Restaurant,Other,6939489,FALSE,2
30933283,2024-08-03,20,Restaurant,Other,2882582,FALSE,9
74297647,2025-03-23,20,Restaurant,Other,864174,FALSE,4
30091229,2024-06-07,16,Restaurant,Other,4397839,FALSE,4
31274904,2024-08-25,13,Restaurant,Other,29948344,FALSE,9
2349473,2024-11-10,17,Restaurant,Other,3119493,FALSE,5
24287906,2025-03-23,15,ODC,Other,4402270,FALSE,9
92635917,2024-11-29,19,Restaurant,Other,49186706,FALSE,11
91976919,2024-10-15,17,Restaurant,Other,65636175,FALSE,9
83920804,2025-02-28,9,Restaurant,Other,28552293,FALSE,19
43578676,2025-02-05,13,Restaurant,Other,36922527,FALSE,9
91401362,2024-09-03,11,Restaurant,Other,58543278,FALSE,9
1769100,2024-09-29,19,Restaurant,Other,3025827,FALSE,4
60127382,2024-06-09,19,Restaurant,Other,2630851,FALSE,1
14027729,2025-03-06,21,Restaurant,Other,38835155,FALSE,9
80724812,2024-07-21,1,Restaurant,Other,4540250,FALSE,11
74392102,2025-03-30,11,Restaurant,Other,97057334,FALSE,9
73215235,2025-01-10,13,ODC,Other,6337918,FALSE,5
10018567,2024-06-02,12,Restaurant,Other,39052175,FALSE,2
64175254,2025-03-16,12,Restaurant,Other,48373238,FALSE,9
44894597,2025-04-30,19,Restaurant,Other,67105996,FALSE,13
13780863,2025-02-18,18,ODC,Other,29052409,FALSE,2
212619,2024-06-15,20,Restaurant,Other,7426440,FALSE,19
54285931,2025-03-23,13,Restaurant,Other,26908454,FALSE,13
33604947,2025-02-07,12,Restaurant,Other,7461629,FALSE,9
91731269,2024-09-27,12,Restaurant,Other,102276,FALSE,20
24608074,2025-04-12,19,Restaurant,Other,57641164,FALSE,12
74012510,2025-03-05,20,Restaurant,Other,99841518,FALSE,4
229356,2024-06-16,20,Restaurant,Other,26900668,FALSE,5
82098229,2024-10-24,14,Restaurant,Other,1578125,FALSE,9
33729049,2025-02-15,13,Restaurant,Other,41603945,FALSE,13
30306272,2024-06-22,10,ODC,Other,63062255,FALSE,4
81374863,2024-09-01,13,Restaurant,Other,73687177,FALSE,9
61095783,2024-08-13,13,Restaurant,Other,828234,FALSE,1
91454669,2024-09-07,11,Restaurant,Other,85228419,FALSE,11
41234571,2024-08-22,18,Restaurant,Other,61872284,FALSE,8
31915636,2024-10-10,21,Restaurant,Other,953973,FALSE,6
70069588,2024-06-05,20,Restaurant,Other,32943833,FALSE,9
71067772,2024-08-11,17,Restaurant,Other,7050883,FALSE,3
14018065,2025-03-06,13,Restaurant,Other,36876312,FALSE,7
62645879,2024-11-30,13,Restaurant,Other,20829724,FALSE,11
13402722,2025-01-23,16,Restaurant,Brand A,64345856,FALSE,9
74427569,2025-04-01,12,Restaurant,Other,87940629,FALSE,7
73842543,2025-02-22,19,Restaurant,Other,96034194,FALSE,5
70028413,2024-06-02,19,Restaurant,Other,28987287,FALSE,7
2172642,2024-10-29,18,Restaurant,Other,5412503,FALSE,18
81035915,2024-08-09,20,Restaurant,Other,30342307,FALSE,5
12201310,2024-10-31,18,Restaurant,Other,35976617,FALSE,7
62407364,2024-11-14,17,Restaurant,Other,5956370,FALSE,10
3253280,2025-01-12,19,Restaurant,Other,8041017,FALSE,9
11396616,2024-09-02,19,Restaurant,Other,11212,FALSE,4
73552314,2025-02-03,13,Restaurant,Other,20474529,FALSE,13
40985256,2024-08-06,21,Restaurant,Other,42321910,FALSE,5
23819450,2025-02-21,14,Restaurant,Other,2590232,FALSE,4
43784164,2025-02-18,20,Restaurant,Other,92925843,FALSE,9
80876293,2024-07-31,12,Restaurant,Other,89833331,FALSE,13
13528010,2025-02-01,19,Restaurant,Other,21824476,FALSE,9
51903039,2024-10-09,20,Restaurant,Other,81064858,FALSE,9
23146907,2025-01-05,13,Restaurant,Other,5596157,FALSE,9
94713330,2025-04-19,13,Restaurant,Other,43517930,FALSE,7
31964442,2024-10-14,16,Restaurant,Other,34928039,FALSE,12
90177673,2024-06-13,17,Restaurant,Other,7820007,FALSE,9
12969381,2024-12-22,23,Restaurant,Brand A,55530798,FALSE,18
94481487,2025-04-04,20,Restaurant,Other,99178100,FALSE,7
94738530,2025-04-20,19,Restaurant,Other,8091623,FALSE,15
31556626,2024-09-14,16,Restaurant,Other,2243873,FALSE,16
90408232,2024-06-28,23,Restaurant,Other,66495426,FALSE,9
80219585,2024-06-16,13,Restaurant,Other,7514106,FALSE,9
92121034,2024-10-26,10,Restaurant,Other,91463163,FALSE,9
42141065,2024-10-27,13,Restaurant,Other,8769804,FALSE,9
60145218,2024-06-11,11,Restaurant,Other,70205637,FALSE,7
13783256,2025-02-18,20,ODC,Other,29671160,FALSE,7
93096892,2025-01-01,19,Restaurant,Other,9489217,FALSE,6
31526305,2024-09-12,13,Restaurant,Other,49555735,FALSE,9
80067827,2024-06-05,19,Restaurant,Other,9181159,FALSE,4
43937232,2025-03-01,10,Restaurant,Other,98455769,FALSE,11
83280055,2025-01-14,20,Restaurant,Other,6124002,FALSE,11
72089731,2024-10-23,19,Restaurant,Other,92487711,FALSE,2
90601412,2024-07-12,16,Restaurant,Other,27205193,FALSE,16
11709678,2024-09-25,18,Restaurant,Other,920700,FALSE,6
64795862,2025-04-24,19,Restaurant,Other,28399563,FALSE,7
10802312,2024-07-26,14,Restaurant,Other,26116385,FALSE,5
74560291,2025-04-09,19,Restaurant,Other,28009831,FALSE,5
13110533,2025-01-02,19,Restaurant,Other,5748014,FALSE,5
20565144,2024-07-09,19,Restaurant,Other,3688676,FALSE,9
51721906,2024-09-26,17,Restaurant,Other,62116923,FALSE,3
51702331,2024-09-24,22,Restaurant,Other,87951285,FALSE,3
73024903,2024-12-27,18,ODC,Other,24497260,FALSE,5
91225270,2024-08-21,20,Restaurant,Other,96519579,FALSE,9
62238407,2024-11-03,11,Restaurant,Other,21098187,FALSE,5
80489864,2024-07-04,18,Restaurant,Other,27299555,FALSE,4
21777324,2024-09-30,12,Restaurant,Other,8771711,FALSE,11
93465425,2025-01-27,20,ODC,Other,2067756,FALSE,6
92371959,2024-11-11,21,Restaurant,Other,2883554,FALSE,9
20411161,2024-06-29,12,Restaurant,Other,29859764,FALSE,4
93914970,2025-02-27,18,Restaurant,Other,46313345,FALSE,9
74421715,2025-03-31,19,Restaurant,Other,39040208,FALSE,16
20395324,2024-06-28,12,Restaurant,Other,8011714,FALSE,6
91603233,2024-09-17,20,Restaurant,Other,889265,FALSE,6
73721873,2025-02-14,21,Restaurant,Other,20430248,FALSE,4
2709203,2024-12-04,18,Restaurant,Other,2444021,FALSE,5
508649,2024-07-05,20,Restaurant,Other,78549504,FALSE,5
90220197,2024-06-16,13,Restaurant,Other,84327775,FALSE,13
64350424,2025-03-27,18,Restaurant,Other,2899181,FALSE,13
21815095,2024-10-03,13,Restaurant,Other,1372942,FALSE,7
73107741,2025-01-02,17,Restaurant,Other,49289745,FALSE,9
93623787,2025-02-08,15,Restaurant,Other,2066939,FALSE,6
62213963,2024-11-01,15,Restaurant,Other,29668453,FALSE,4
43117051,2025-01-03,13,Restaurant,Other,47157512,FALSE,6
90898322,2024-08-01,19,Restaurant,Other,3704311,FALSE,11
81270280,2024-08-25,0,Restaurant,Other,73480418,FALSE,9
63923535,2025-02-28,12,Restaurant,Other,64664100,FALSE,17
44446136,2025-04-02,16,Restaurant,Other,2294151,FALSE,7
42171450,2024-10-29,17,Restaurant,Other,5855546,FALSE,5
4798088,2025-04-24,20,Restaurant,Other,2673166,FALSE,9
42152191,2024-10-27,20,Restaurant,Other,4538059,FALSE,11
1133706,2024-08-15,20,Restaurant,Other,3095643,FALSE,10
90382373,2024-06-27,12,Restaurant,Other,5528757,FALSE,5
216990,2024-06-16,11,Restaurant,Other,8391720,FALSE,11
61899428,2024-10-09,18,Restaurant,Other,6176323,FALSE,8
71557618,2024-09-14,17,Restaurant,Other,85738203,FALSE,5
2259624,2024-11-04,14,Restaurant,Other,7379228,FALSE,6
93229969,2025-01-11,15,Restaurant,Other,14399,FALSE,12
50538386,2024-07-07,18,Restaurant,Other,78923013,FALSE,9
82745106,2024-12-07,8,Restaurant,Other,28552293,FALSE,19
773878,2024-07-24,13,Restaurant,Other,737088,FALSE,13
40938316,2024-08-04,11,Restaurant,Other,5576413,FALSE,19
43516391,2025-01-31,23,Restaurant,Other,67554,FALSE,9
71123191,2024-08-15,11,Restaurant,Other,684700,FALSE,11
73483548,2025-01-29,15,Restaurant,Other,4950827,FALSE,10
52148670,2024-10-27,19,Restaurant,Other,3083226,FALSE,20
22463147,2024-11-17,20,Restaurant,Other,53675197,FALSE,5
10543609,2024-07-07,23,Restaurant,Other,69915566,FALSE,20
43146538,2025-01-05,13,Restaurant,Other,8340425,FALSE,12
21570587,2024-09-15,14,Restaurant,Other,68889501,FALSE,11
31636494,2024-09-20,15,Restaurant,Other,2687941,FALSE,5
1539583,2024-09-13,13,Restaurant,Other,65115087,FALSE,12
72426718,2024-11-15,20,Restaurant,Other,8210269,FALSE,9
94768327,2025-04-22,20,Restaurant,Other,76245392,FALSE,6
3023220,2024-12-27,16,Restaurant,Other,2851000,FALSE,5
50191740,2024-06-14,16,Restaurant,Other,39599821,FALSE,5
72171832,2024-10-29,17,Restaurant,Other,6946816,FALSE,5
23298255,2025-01-16,12,Restaurant,Other,2599196,FALSE,4
90708230,2024-07-20,0,Restaurant,Other,58656308,FALSE,15
50662381,2024-07-16,18,Restaurant,Other,9016009,FALSE,16
81119127,2024-08-14,20,Restaurant,Other,90463999,FALSE,18
73844412,2025-02-22,20,Restaurant,Other,25203867,FALSE,6
42363999,2024-11-11,13,Restaurant,Other,82739669,FALSE,7
22479408,2024-11-19,9,Restaurant,Other,7366661,FALSE,5
22883158,2024-12-16,13,Restaurant,Other,94308799,FALSE,12
61939495,2024-10-12,18,Restaurant,Other,3101421,FALSE,7
72213050,2024-11-01,13,Restaurant,Other,39861751,FALSE,2
33234801,2025-01-11,19,Restaurant,Other,72045148,FALSE,12
20238082,2024-06-17,13,Restaurant,Other,534751,TRUE,12
52901967,2024-12-17,20,Restaurant,Other,7749075,FALSE,6
92338228,2024-11-09,20,Restaurant,Other,4982357,FALSE,8
13469941,2025-01-28,12,Restaurant,Other,20360432,FALSE,7
31320454,2024-08-28,18,Restaurant,Other,4935798,FALSE,9
23097626,2025-01-01,19,Restaurant,Other,21503221,FALSE,14
83403452,2025-01-23,17,Restaurant,Brand A,97667429,FALSE,9
72734497,2024-12-06,13,Restaurant,Other,31647653,FALSE,5
10540403,2024-07-07,19,Restaurant,Other,45182265,FALSE,8
22396772,2024-11-13,19,Restaurant,Other,89824089,FALSE,5
91875609,2024-10-07,17,Restaurant,Other,36547866,FALSE,11
22409565,2024-11-14,19,Restaurant,Other,2432060,FALSE,9
22632886,2024-11-29,17,Restaurant,Other,36966899,FALSE,7
63615047,2025-02-07,21,Restaurant,Other,33664876,FALSE,7
43506616,2025-01-31,12,Restaurant,Other,563245,FALSE,4
838936,2024-07-28,18,Restaurant,Other,9198087,FALSE,13
32174810,2024-10-29,19,Restaurant,Other,2616680,FALSE,5
10652333,2024-07-15,19,Restaurant,Other,2810798,FALSE,16
32993208,2024-12-25,1,Restaurant,Brand A,81149404,FALSE,4
52436420,2024-11-16,14,Restaurant,Brand A,23910192,FALSE,4
94766371,2025-04-22,19,Restaurant,Other,93689032,FALSE,7
34061440,2025-03-08,22,Restaurant,Other,8527571,FALSE,4
3332395,2025-01-18,17,ODC,Other,71510093,FALSE,9
63027619,2024-12-27,20,Restaurant,Other,406052,FALSE,6
2782973,2024-12-09,12,Restaurant,Other,5367440,FALSE,5
73841189,2025-02-22,19,Restaurant,Other,4215395,FALSE,17
20057488,2024-06-04,21,Restaurant,Other,881899,FALSE,5
31506689,2024-09-10,19,Restaurant,Other,3385433,FALSE,5
678752,2024-07-17,20,Restaurant,Other,79508144,FALSE,18
63041042,2024-12-28,20,Restaurant,Other,77735500,FALSE,4
81498936,2024-09-10,11,Restaurant,Other,95516320,FALSE,5
44310675,2025-03-24,20,Restaurant,Other,20558077,FALSE,9
4792268,2025-04-24,16,Restaurant,Other,3290563,FALSE,11
3953373,2025-03-01,23,Restaurant,Brand A,630754,FALSE,12
81287940,2024-08-25,21,Restaurant,Other,23810858,FALSE,17
22399806,2024-11-13,22,Restaurant,Other,777240,FALSE,4
32706563,2024-12-04,14,Restaurant,Other,70801074,FALSE,7
41607753,2024-09-18,12,Restaurant,Other,88686707,FALSE,2
30611503,2024-07-13,11,Restaurant,Other,6744163,FALSE,16
64852101,2025-04-27,20,Restaurant,Other,2747160,FALSE,5
54299701,2025-03-24,9,Restaurant,Other,3878669,FALSE,10
42100118,2024-10-24,18,Restaurant,Other,1978487,FALSE,2
73926017,2025-02-28,14,Restaurant,Other,2258654,FALSE,4
2344563,2024-11-10,12,Restaurant,Other,31255807,FALSE,5
356545,2024-06-25,13,Restaurant,Other,78049474,FALSE,12
31854193,2024-10-06,11,Restaurant,Other,48717096,FALSE,4
91741803,2024-09-28,8,Restaurant,Other,31032680,FALSE,11
44453077,2025-04-02,21,Restaurant,Other,91772980,FALSE,9
94407799,2025-03-31,8,Restaurant,Other,99864959,FALSE,6
84020998,2025-03-06,16,Restaurant,Other,3139433,FALSE,7
34125080,2025-03-13,11,Restaurant,Other,38288316,FALSE,1
63483297,2025-01-29,15,Restaurant,Other,8839542,FALSE,9
40291414,2024-06-21,11,Restaurant,Other,98736122,FALSE,2
24724985,2025-04-20,2,Restaurant,Brand A,25175887,FALSE,11
94252283,2025-03-21,14,Restaurant,Other,2173723,FALSE,1
10594175,2024-07-11,21,Restaurant,Other,20397503,FALSE,2
43236244,2025-01-11,20,Restaurant,Other,83643954,FALSE,9
31092776,2024-08-13,11,Restaurant,Other,3441732,FALSE,2
31184604,2024-08-18,19,Restaurant,Other,2194712,FALSE,1
91633947,2024-09-20,12,Restaurant,Other,43761188,FALSE,1
12494370,2024-11-20,11,Restaurant,Other,6940569,FALSE,11
91041155,2024-08-10,11,Restaurant,Other,3049797,FALSE,13
4696469,2025-04-18,13,Restaurant,Other,291445913,TRUE,9
2921016,2024-12-19,13,Restaurant,Other,20765552,FALSE,13
84410251,2025-03-31,12,Restaurant,Other,525835,FALSE,6
91067715,2024-08-11,17,Restaurant,Other,2150107,TRUE,7
70815207,2024-07-27,12,Restaurant,Other,29422536,FALSE,10
20329263,2024-06-23,15,Restaurant,Other,5761954,FALSE,5
4201761,2025-03-17,20,Restaurant,Other,52435062,FALSE,20
52220048,2024-11-01,20,Restaurant,Other,26776123,FALSE,4
82236063,2024-11-02,21,Restaurant,Other,65106606,FALSE,12
20364719,2024-06-25,21,Restaurant,Other,4948544,FALSE,11
71459971,2024-09-07,15,Restaurant,Other,28452171,FALSE,9
2089607,2024-10-23,19,Restaurant,Other,8826036,FALSE,11
93206855,2025-01-09,18,Restaurant,Other,37945,FALSE,12
1506795,2024-09-10,19,Restaurant,Other,3489000,FALSE,9
60769681,2024-07-24,10,Restaurant,Other,4000222,FALSE,13
91394106,2024-09-02,17,Restaurant,Other,87098087,FALSE,20
20025634,2024-06-02,18,Restaurant,Other,58139741,FALSE,2
61342577,2024-08-30,12,Restaurant,Other,82952387,FALSE,14
70375479,2024-06-26,19,Restaurant,Other,88899752,FALSE,7
4859904,2025-04-28,13,Restaurant,Other,32187363,FALSE,9
61431266,2024-09-05,14,Restaurant,Other,9465785,FALSE,2
1211809,2024-08-20,20,Restaurant,Other,21089124,FALSE,5
80272349,2024-06-19,19,Restaurant,Other,5694528,FALSE,2
81745934,2024-09-28,13,Restaurant,Other,8054864,FALSE,4
34813636,2025-04-25,20,Restaurant,Other,72807378,FALSE,1
51467757,2024-09-07,22,Restaurant,Other,638397,FALSE,4
60911565,2024-08-02,18,Restaurant,Other,3491064,FALSE,4
61897878,2024-10-09,16,Restaurant,Other,2858094,FALSE,14
62795915,2024-12-10,12,Restaurant,Other,77961296,FALSE,5
22380390,2024-11-12,18,Restaurant,Other,89110184,FALSE,4
93433426,2025-01-25,18,Restaurant,Other,22767360,FALSE,6
70259949,2024-06-18,19,Restaurant,Other,75953215,FALSE,14
23075929,2024-12-31,17,Restaurant,Other,43491111,FALSE,9
11193816,2024-08-19,15,Restaurant,Other,97543901,FALSE,9
20162778,2024-06-12,14,Restaurant,Other,87276400,FALSE,9
84875670,2025-04-29,16,ODC,Other,92350318,FALSE,9
64464742,2025-04-03,19,Restaurant,Other,29211896,FALSE,12
10581278,2024-07-10,23,Restaurant,Other,56584997,FALSE,20
11480635,2024-09-08,19,ODC,Other,91548772,FALSE,6
71737026,2024-09-27,19,Restaurant,Other,536346,FALSE,5
10589056,2024-07-11,18,Restaurant,Other,96883160,FALSE,6
32029366,2024-10-19,15,Restaurant,Other,6720935,FALSE,12
94749461,2025-04-21,15,Restaurant,Other,77987142,FALSE,4
73450256,2025-01-26,18,Restaurant,Other,21387694,FALSE,4
80038351,2024-06-03,14,Restaurant,Other,99808947,FALSE,9
4158500,2025-03-15,13,Restaurant,Other,58978006,FALSE,9
10853236,2024-07-29,17,Restaurant,Other,2411805,FALSE,11
42822651,2024-12-12,12,Restaurant,Other,25711455,FALSE,16
91578443,2024-09-15,19,Restaurant,Other,43761188,FALSE,1
12289037,2024-11-06,18,Restaurant,Other,75140813,FALSE,11
73070703,2024-12-31,11,Restaurant,Brand A,74061855,FALSE,1
92633049,2024-11-29,17,Restaurant,Other,25683950,FALSE,9
40589530,2024-07-11,18,Restaurant,Other,97979743,FALSE,9
82585999,2024-11-26,11,Restaurant,Other,61162540,FALSE,17
11182981,2024-08-18,19,Restaurant,Other,2357147,TRUE,6
3905473,2025-02-26,22,Restaurant,Other,97767342,FALSE,16
81079422,2024-08-12,12,Restaurant,Other,3084515,FALSE,4
81265153,2024-08-24,18,Restaurant,Other,20342373,FALSE,6
70696856,2024-07-19,12,Restaurant,Other,44181859,FALSE,12
30010031,2024-06-01,18,Restaurant,Other,35401437,FALSE,9
94721072,2025-04-19,19,Restaurant,Other,96482567,FALSE,9
84796295,2025-04-24,19,Restaurant,Other,57377570,FALSE,6
63256507,2025-01-12,22,Restaurant,Other,3065479,FALSE,6
41570111,2024-09-15,13,Restaurant,Other,38447920,FALSE,13
50604119,2024-07-12,19,Restaurant,Other,20900866,FALSE,6
63824746,2025-02-21,19,Restaurant,Other,20027451,FALSE,20
23670123,2025-02-11,13,Restaurant,Other,97457607,FALSE,7
33437662,2025-01-25,20,Restaurant,Other,67104543,FALSE,11
434335,2024-06-30,16,Restaurant,Other,50159246,FALSE,12
94270438,2025-03-22,15,Restaurant,Other,69724503,FALSE,9
