order_id,gmv,net_commission_pct,discounting,gross_profit
42618744,30.599367,0.24,0,4.6470385
62147190,14.70179,0.3,0,-1.7712382
92852007,30.918522,0.16,-1.0808413,-0.60212183
83052746,37.14785,0.270027,0,0.6310372
34683887,8.529901,0.23006135,0,-0.4897353
23965295,45.35546,0.3,0,12.237301
72267516,14.229718,0.18608695,0,-2.2211964
62330858,28.419495,0.25024155,-0.7294198,-2.4069347
1101849,20.712244,0.08,0,-0.03396392
40847501,34.00943,0.24016854,0,-1.3491647
81409390,29.26844,0.3,0,4.122695
61294010,25.795128,0.3,0,-0.35692033
53689790,45.75022,0.080092415,-1.1668954,0.37932003
83708584,23.305435,0.3001191,-1.323074,3.6534953
3186415,23.150776,0.28016266,0,1.3407311
41213728,23.279083,0.3,0,5.2530203
53671392,25.838734,0.2199005,0,2.009759
92727327,18.054798,0.26991403,0,1.9164836
21860059,21.663177,0.2,0,-0.66957253
22055670,17.830706,0.30020705,0,1.5148058
93101454,22.210766,0.33013698,0,3.0308294
30578735,20.181955,0.3,0,-0.24601579
14568813,63.819088,0.18003601,-1.3997695,6.023057
81229066,21.783247,0.3,0,1.446656
83208534,17.316313,0.27991265,-4.2064943,-4.1394253
82025701,22.979786,0.2,0,-0.48177132
42969324,25.603916,0.3,0,0.8870808
22618981,13.276591,0.25025642,0,1.6660092
83642050,89.5179,0.32996485,-1.1008198,19.87158
31288876,53.48798,0.28005052,-2.6338627,3.018475
14118191,6.810844,0.05987558,-2.459729,-3.327781
24635491,24.392834,0.2799087,-2.3742597,3.9395657
70267449,10.221924,0.2,0,2.1827579
70306302,94.36499,0.29998744,-4.657453,8.548172
51440479,10.075218,0.2,0,-2.1761477
72699001,16.98241,0.3,-3.564535,3.0837274
71744330,39.859615,0.29995587,0,10.361683
20016502,19.3373,0.10026954,0,-13.195172
21357420,40.957115,0.25004497,0,11.331097
92456713,18.060835,0.2,0,-3.3551998
2928805,8.844255,0.19022222,-1.0262241,0.28528088
52307058,22.512924,0.3,-1.0359794,5.039502
22537210,24.777977,0.17984264,0,-0.2512837
83813285,14.0369835,0.2597835,0,0.07897562
10251777,16.119692,0.17994452,0,0.6843618
40068767,6.6803093,0.22,-1.3240211,-0.6077981
30952923,30.44851,0.2,0,-8.7033825
1302204,14.618,0.24004975,0,-1.5193136
14280110,19.93536,0.3,0,2.292245
40725254,29.463406,0.2,0,-4.5712233
14598596,41.250057,0.3,-1.1110392,11.20046
52609417,28.843147,0.32011795,0,5.03438
91828943,33.980766,0.11005386,0,-0.41111532
50515425,22.762491,0.19,0,0.30741107
63857933,51.964447,0.3,-0.9935333,3.8647203
91182824,59.971905,0.2,0,11.911755
50402365,42.08243,0.2799363,0,4.3088455
427921,24.33871,0.18601997,-1.0972776,-0.74650764
32159992,42.764427,0.30002457,0,9.593161
82626553,40.34666,0.28009593,0,4.9106874
22016582,23.894281,0.28003612,0,0.6650166
13664201,18.96298,0.2,0,1.1144725
10963764,17.36576,0.2699869,0,2.020487
44111665,21.400045,0.3,0,3.8516717
24337621,23.726553,0.29978356,0,0.5106995
81119657,16.14467,0.3,0,-2.2532985
4879551,25.151073,0.3,0,0.4434995
13227636,39.80256,0.35005733,-1.0231352,3.9400542
13273522,15.371166,0.3,-0.8529852,4.879121
82044002,15.573278,0.12526315,0,-0.4219568
31535270,13.802065,0.3,0,-3.325863
83556157,15.529911,0.2801205,-3.563818,8.727887
13220988,24.250572,0.27976483,-1.2233127,-0.122892365
72863500,10.780659,0.1862661,-1.5523407,0.274264
50371972,35.32117,0.22012988,-2.5610027,1.476343
2298485,22.415379,0.24978831,0,3.1729164
11727845,17.499249,0.18591954,0,6.877311
4625420,18.183367,0.3,0,-1.1851939
33494436,10.261704,0.29987684,-0.54837686,-1.0528917
31291276,13.402159,0.24010417,0,-3.7281642
92955192,22.32525,0.19017681,0,1.5577791
60594257,15.408617,0.2,-1.9317281,-0.014071427
81273371,30.67234,0.3,0,1.0144247
74555911,19.03249,0.21973684,0,-3.3224294
94523531,255.10178,0.25,-0.5959487,60.349503
90658104,9.792248,0.26011872,0,-2.5394883
84686526,32.27317,0.29988533,0,5.6167755
64273354,20.794155,0.3,-2.121092,7.7100544
21083396,16.510471,0.2698718,0,-0.38931775
91674997,42.784424,0.3,0,14.175257
12485148,45.86711,0.33,-3.323801,11.302326
42413497,18.092798,0.25,-2.8450484,-0.3598221
41195486,44.86376,0.3,0,8.519648
91876836,17.362955,0.3,0,1.3314153
91701445,16.346605,0.25016373,0,1.1510816
31466859,35.944782,0.3,0,17.392452
40427305,17.75483,0.19031142,-4.3394976,-5.962377
74069668,7.8985186,0.3,0,0.043502223
72968832,21.540092,0.28,-1.0193365,-2.4635103
71107241,14.532347,0.3,-5.7602825,-2.652657
53683635,21.725105,0.28005952,0,9.367195
30350740,21.668316,0.30013105,-0.95159554,5.190427
70279397,9.86735,0.2801282,-2.786942,-2.45574
82746802,22.912186,0.27991265,0,-0.53086066
13683616,43.229515,0.22997199,0,1.7031243
2600317,39.619244,0.28008214,0,6.1078377
40574020,12.448641,0.26013073,-2.8775384,0.42561513
70964975,12.311614,0.3,0,1.3782166
40514616,28.51799,0.18007477,0,2.7079654
31268131,18.888874,0.28012422,0,3.9842784
44360009,48.27623,0.24986738,0,0.5391774
3709089,11.590434,0.3,0,-1.2221212
414151,13.952436,0.22023809,-1.8598886,0.14223659
80686252,13.245266,0.22021277,0,2.940305
11389903,16.667362,0.23992248,0,0.3721544
82929842,13.413079,0.24009009,-2.0982437,-3.6324234
20172269,15.331404,0.1902439,0,-2.0707092
40379859,8.901258,0.2,-1.4603542,1.808192
34896607,22.345112,0.2999656,0,3.527813
42322189,17.68851,0.25,0,-0.6595755
44349030,78.47189,0.3,-14.826992,3.4125576
70427657,52.60762,0.3,0,2.9014316
92166807,23.60778,0.24001718,0,-1.0685066
81937236,17.881542,0.3,0,3.0064235
23161848,35.81093,0.2298305,0,1.6849406
24275184,37.394474,0.24507937,-0.91436774,1.8511258
31112385,10.129052,0.3,0,-3.351223
70947323,59.562595,0.3,0,2.980371
81987820,17.84816,0.3,0,4.130612
1273266,19.408958,0.30013567,0,4.4583445
51723651,22.46803,0.24984802,0,3.0741754
44794030,36.00834,0.26006493,-1.2050784,5.601364
42966604,14.265263,0.22008547,-1.694835,0.12256275
91570747,19.352661,0.3,0,2.3052254
2632028,98.400536,0.2,-2.2009697,13.589329
1799670,12.693991,0.3,0,7.473406
3350718,30.295944,0.3,0,11.674713
3871217,11.478041,0.3,-4.639318,1.4957112
51327450,30.144888,0.2,0,0.3982486
64839498,26.493706,0.25,0,-0.59926623
24277689,24.206331,0.3,0,-0.61207145
31879886,27.489813,0.3,0,2.339504
446450,13.954643,0.22017545,0,1.0962365
93614191,21.829403,0.2,-3.604766,-6.0887136
51703850,20.609554,0.33028573,0,4.730585
93323433,6.4737396,0.3,-1.4313873,-0.17940196
83706668,31.173174,0.3,-0.7585893,1.8834443
73884631,17.714914,0.2,-2.186614,3.5352988
4235296,22.642267,0.3,-1.5925666,-1.2639196
10366549,36.1611,0.24,-0.6606,2.8938231
44885731,15.708605,0.25,-2.271657,0.08224084
40089040,29.26613,0.3,0,-0.50441635
54611837,13.349453,0.24981949,-1.5806311,5.1807775
80341520,17.204016,0.28,0,1.5294757
62402601,16.955603,0.28,0,0.15931451
50581025,14.647076,0.26972476,0,5.0481935
875853,26.596395,0.2800971,-4.19981,1.8174543
80075931,18.350029,0.2902174,0,2.3397493
53577446,13.527205,0.3,0,-2.0262835
63629325,12.3035965,0.25,-0.7911358,3.248084
53283471,54.12937,0.23998615,0,21.270004
13658863,26.249283,0.25985402,0,5.933133
22875447,12.777217,0.23023255,-1.4727359,-1.4068699
10521617,62.83017,0.28008753,-5.932066,1.002024
21599905,17.379347,0.3,0,1.2129325
11550004,12.282774,0.25,0,0.88628376
53589626,12.723154,0.14495413,-0.746383,-0.91179603
50350715,28.207432,0.2,0,-0.687525
90855974,40.41191,0.17989276,0,1.4850787
14705767,22.572708,0.25,-2.3906624,3.2533035
60093984,20.557468,0.33988094,0,1.419403
34387709,29.414057,0.3,0,0.19456765
71558929,18.019907,0.26003414,0,0.6220489
12561468,21.214844,0.28,-1.635645,2.0160801
20856654,12.400025,0.3,0,-0.15113428
13931751,17.100597,0.30018166,-0.627192,2.1063573
62784654,33.650898,0.26,0,2.0785341
701044,32.940872,0.3,0,7.244741
43451531,32.97527,0.23,0,2.414352
70849433,9.4256,0.235,-1.3106427,0.29017296
10464112,49.461823,0.29988882,0,4.0443063
64122632,16.081173,0.30009407,0,2.5362456
22965833,42.797474,0.3,-2.2886317,7.7317305
3838989,6.013405,0.28,-1.0415266,-2.1397681
91924904,25.587002,0.17989199,0,0.42144924
21110720,17.137617,0.25,0,1.9898776
14156290,10.8426075,0.21007194,-0.7335828,-0.07114158
74779180,40.642715,0.17991538,0,1.0049874
40399224,17.43937,0.3,-1.0208478,6.3565264
11798540,12.559853,0.23,0,-3.5098886
22693184,20.133472,0.1448052,0,-0.32743326
52228921,70.091545,0.17994392,0,3.399136
81339814,15.24859,0.2,0,-5.5802407
80466296,17.052776,0.23018017,0,-0.16378814
23151372,23.188004,0.25,-0.55264235,1.5282676
40679366,13.394674,0.3,-3.7548084,0.82180434
41152217,18.59401,0.22,0,-3.3054605
64732996,50.990524,0.26009175,0,5.729954
4796196,29.671692,0.24008097,0,-0.6088246
43956700,64.10072,0.2800736,-2.064136,10.236831
80751890,47.967617,0.0799547,-0.77764654,2.949833
1137898,47.516563,0.3,0,2.8391309
13031113,23.380245,0.3,0,2.3335412
84761156,14.447207,0.19,-0.80621105,2.9659343
33703927,15.941583,0.2,-2.7960038,-2.0384774
82764009,69.34056,0.24006186,0,2.3217688
61436241,7.3896027,0.3,0,0.17018418
91801407,21.583004,0.3,0,-0.23337647
43680952,13.009197,0.23994254,-2.9832406,-1.4801627
41234984,26.707117,0.25,0,-6.9954224
11558383,50.82519,0.3,0,6.7937403
90612147,21.359028,0.30008906,0,7.7096767
83129428,37.01557,0.3,-1.8217167,2.7296116
44143971,21.627724,0.3,0,-0.48869285
82705189,22.314905,0.32977173,0,-3.031654
34564265,8.970215,0.3,0,1.2711813
40773883,17.731216,0.12486486,0,-4.2214613
71054889,15.564117,0.3,0,2.5432746
62418616,33.32148,0.21989664,0,0.13292824
74714930,8.951811,0.28013244,-0.8581785,0.7318646
64488188,78.43453,0.25,0,8.810696
41563025,41.712387,0.28,0,9.770767
64546538,27.412945,0.3,0,4.011476
82951010,15.232796,0.22011173,0,-0.103183344
51395895,14.69746,0.30017975,0,4.553408
92516335,33.225456,0.3,-2.3753026,0.93685544
51930459,19.360283,0.2501695,0,6.899932
83766912,47.170326,0.3,0,5.1388187
41819942,30.942097,0.28,0,5.3561287
11441852,19.522102,0.27021277,0,-0.8198982
24524525,24.458668,0.3,-3.7968042,2.5778587
13908177,20.565624,0.23510392,0,2.01995
64875917,9.588716,0.3,0,1.6411738
2893826,12.053905,0.3,0,2.5730762
40348558,26.93555,0.22997859,0,6.951767
94867108,19.69556,0.2600629,0,7.5593476
42782342,26.117163,0.18585859,0,-6.7871284
31499516,9.614998,0.2997365,0,0.5958096
51358624,14.050464,0.2,0,-1.7086548
32381745,43.985077,0.29996723,-4.997592,10.834207
73754996,13.411288,0.1901031,0,-1.9903183
33499594,57.697987,0.3000398,-1.1966074,17.933962
93927402,75.22117,0.2600671,-4.6095266,2.0012674
42522671,66.66001,0.25010267,0,6.2587614
83547778,17.76854,0.31011236,-4.543493,-19.688911
13608582,17.847567,0.2,-0.88370115,-0.51748264
1687154,35.87201,0.2400722,0,2.1844697
71586641,27.159771,0.23005319,0,14.360344
91321871,15.888611,0.19036144,0,-1.4507334
33457176,19.745743,0.28980032,-2.198507,-0.27795827
52624231,13.628843,0.18583333,-1.2711056,-7.4065876
44878349,14.325288,0.27,-3.0179505,-0.75231814
31106363,23.278986,0.28023255,0,1.4877264
33411031,35.751656,0.2200608,-0.9696802,2.0347643
33889798,7.368202,0.2,-3.0526721,-0.60882694
61945900,24.112968,0.22996254,0,-0.17175058
34797265,6.7039003,0.059336822,-0.5518189,-0.74465466
53662202,19.651941,0.24021164,0,1.5704465
63804223,22.85373,0.3,-1.843122,1.1138623
91112150,22.719666,0.2502994,0,2.0815692
74531303,16.43271,0.28,0,0.9087424
14004880,16.558556,0.24484536,0,1.3721025
31480062,26.357853,0.16020942,0,-2.2470288
90303252,17.73454,0.27004832,0,-0.07001122
441073,51.87629,0.2,0,2.805038
54499315,25.588486,0.27993312,-0.96932924,-0.30223337
42155808,11.219854,0.23018017,0,-1.5613804
60402989,20.288616,0.3,0,0.5902374
91993532,40.26114,0.18005182,-7.2710667,-3.0000486
72462137,11.947582,0.17991632,-2.79512,-5.20297
74817925,22.746927,0.19010417,0,-0.6380255
31945630,17.966175,0.2398773,0,2.2269106
41331495,40.102505,0.28001237,0,10.0055895
21403582,20.73728,0.26007193,0,3.7595973
31117981,12.1432085,0.3,0,-3.3966064
92499190,18.459578,0.09993614,0,-1.968051
12454941,12.4490185,0.2,0,-1.5414753
44217141,35.32906,0.25,0,3.5881326
43012009,19.806189,0.2,-1.3793772,-0.94006866
1529927,33.455814,0.3,0,9.743744
62368085,16.88592,0.18988326,-1.9531255,-16.993011
50725793,25.844757,0.2502242,0,1.2435652
23030345,21.059809,0.27982455,0,5.5065346
34219530,18.671143,0.2497561,-1.7097998,-2.590819
11842803,20.487085,0.24016914,0,1.8628864
70995361,31.150341,0.24982207,-10.079936,-13.553641
50060279,46.70999,0.1899061,0,2.1322236
11213657,17.122013,0.2,0,-0.16296732
51532183,25.769833,0.21019417,0,0.21904969
20706136,16.961788,0.3,0,1.0597409
54795412,48.503044,0.3,0,15.699657
2652081,38.631935,0.29,-3.3051033,0.891962
72844327,9.581058,0.3,-0.9038687,1.7586808
91094530,17.059109,0.3,0,0.14522627
94884791,33.708096,0.2500697,0,10.163599
60548649,21.287842,0.3,0,2.1224127
1719666,11.044829,0.3197411,0,-2.936263
83437410,21.249779,0.17995545,-2.1514604,-3.590603
91642770,11.989418,0.18988764,0,2.2153497
72740346,23.168642,0.3,0,1.1260817
1576927,56.62909,0.2,0,1.3309937
70982506,11.835764,0.2801205,0,0.63514686
10150323,41.02259,0.3,-3.2058058,5.110564
94286155,17.5012,0.3,0,2.3821526
93413593,25.01263,0.32,0,1.1638243
20772363,13.810355,0.24972376,-6.6475916,-18.345015
40455101,18.267431,0.31008065,0,1.6682451
64146126,13.4770565,0.3,-1.011018,0.24533394
21048690,19.125004,0.26012793,0,6.0142064
1319234,32.092705,0.2801205,0,5.9287705
50059408,16.155752,0.27983195,0,0.84535164
50198427,11.572267,0.25979176,0,3.0496216
23260245,26.038094,0.24,0,4.8312464
533205,15.4714775,0.3,0,0.71380913
20623535,13.409406,0.14522293,0,-5.6212783
80234863,22.590038,0.20678899,0,-0.5906648
54703359,32.463783,0.3,0,1.5528452
61999143,18.323515,0.28,0,5.7587733
2731437,80.24663,0.21997187,0,10.29223
42313362,19.348629,0.24982698,0,5.107592
62315395,18.4049,0.2,0,-0.021467453
91730839,24.886429,0.24,0,1.7012947
33189102,31.334915,0.18008049,-1.1802022,2.4062953
93319370,77.51223,0.18001407,0,12.899807
44743305,18.247816,0.3,0,1.0823388
21663975,13.662617,0.260221,0,-2.1844437
14719996,18.826368,0.3,0,9.145178
1175915,14.494192,0.24018691,0,1.0262976
3530260,8.291918,0.23015384,-1.0096769,-0.73545694
84843071,9.159379,0.19014493,-1.2437873,-0.99351794
23665500,5.9574976,0.2496124,-0.8482209,2.2772722
84002083,15.74547,0.24497041,0,0.72425056
83536630,17.868567,0.21979696,0,-1.6914482
80082775,13.6060295,0.3,0,-0.18453707
53969949,40.889378,0.3,-1.3430226,10.296644
21656476,15.840475,0.18983051,0,-3.2907507
62175497,19.002407,0.3,0,-1.8708284
71383959,22.06082,0.1800533,0,0.22113289
1941737,8.44088,0.3,0,5.0155625
22589600,21.16239,0.3,0,-3.0405736
52421495,22.526302,0.28013834,0,2.254156
74249389,15.828667,0.3,-2.1031823,-3.0323262
62856001,87.953896,0.2500366,0,14.11801
21531207,33.630493,0.22992958,0,5.724609
21108252,25.1462,0.27011836,0,1.8434325
70876879,60.344627,0.3,0,17.329302
83917064,17.558746,0.18670887,-2.7836487,-1.0526778
13837670,18.365643,0.319802,-1.1923761,0.2974189
42634816,16.13645,0.25,0,-0.5589207
50939620,23.509373,0.19995686,0,1.4998311
84375645,23.88472,0.3,0,0.38786125
2648052,17.576595,0.27018347,0,0.39716434
44244679,11.501423,0.19021407,-0.6457869,-0.49130654
61929673,21.621983,0.21981132,0,3.0712605
1502734,24.09586,0.3,0,1.6019837
24403657,17.290947,0.27985612,-0.6490412,-1.6476928
74215561,11.190313,0.3,-0.42243326,-0.5812631
30356257,70.137695,0.2,0,0.763106
60004723,24.214005,0.3,0,-1.6041781
31724429,23.158571,0.30002913,0,4.2872753
10782721,12.693466,0.30022198,-0.6521921,1.773943
81130823,7.400838,0.28987426,0,-0.6103395
32850676,16.551529,0.25,0,1.465977
64188831,5.395132,0.2,-1.0466379,-2.4504375
61546182,17.609009,0.20988372,0,-2.1583357
32801851,13.44874,0.3,-1.847468,0.24629521
41952417,50.9958,0.1859545,0,1.9725187
91217380,20.396236,0.3000638,0,3.8202603
73264702,18.821348,0.28,-1.5833786,2.0665421
92567333,14.748948,0.29,-2.6517437,-0.1324252
43719004,11.292255,0.2797546,-2.088578,-1.2004435
71992864,17.21281,0.28025478,0,-2.4596868
73300267,24.288763,0.28980032,-1.1257131,3.5482268
21486468,22.57951,0.3,0,0.066937536
83507880,18.286304,0.2502857,-1.8699663,-0.54236525
10680810,18.893955,0.18604651,0,1.9349408
94714690,18.47362,0.25025126,0,-0.83573747
42366177,23.201607,0.28,-3.2761798,0.23916408
32898714,51.777443,0.26005024,0,2.2008095
14611999,14.137251,0.19007093,-1.3568571,-3.5956607
72072518,15.751575,0.32,0,1.5629532
32838260,31.588936,0.27011493,-0.23649943,2.7902966
31954502,25.842411,0.2300195,-2.828733,-7.165681
31414253,42.404747,0.3,0,2.0588431
62599760,12.111513,0.2,0,0.6961397
90614899,13.915159,0.3,0,1.8483393
83740161,10.968917,0.18992248,-1.7947354,-1.631022
41222246,4.960415,0.2,0,-0.250988
94601651,19.995865,0.25,0,-6.5494523
14795771,27.431505,0.19011629,-1.4564533,1.6826508
80758579,15.484333,0.25,-2.1901362,-0.7464909
44099236,33.209686,0.28005466,0,6.2607865
82889620,13.705648,0.2502242,-1.1867353,-15.38636
30305243,27.944416,0.18995434,0,-0.1970891
62262778,18.053783,0.24974093,-2.4429011,0.2971188
30972767,23.118137,0.26011905,0,0.3130354
63058549,7.6296387,0.3298611,-0.8191645,0.37972364
51055407,131.93631,0.24,0,13.145691
40720859,16.549294,0.24,0,0.19115037
93118243,21.834585,0.24,0,1.7603506
71316281,11.901875,0.0800451,0,-2.660904
262566,16.988358,0.18980892,-10.940794,-17.971231
90590099,9.645411,0.27988827,0,-3.0844052
70560319,9.882874,0.28,-3.7728174,0.6637707
94728762,34.63036,0.3,0,3.19438
72016015,19.480526,0.19005682,-2.6934211,2.2707627
13220281,45.848904,0.32008457,-0.84008193,6.3777256
84144412,19.910372,0.2,0,1.0151256
70203741,29.533123,0.3,0,7.8235483
32572713,53.755405,0.18995434,0,4.43635
32278264,31.633522,0.3,0,6.78383
20217101,23.749746,0.3000577,0,-0.33678204
3977178,35.172466,0.3001388,0,4.664627
83491652,23.129957,0.23015076,0,0.24377766
72612571,36.15495,0.24,0,11.286109
24289126,17.880001,0.32988507,-1.2158055,1.3594583
91712229,17.005949,0.23,0,-1.1365511
22878012,16.882992,0.2,0,0.168629
13191999,17.428568,0.2598086,0,-0.5682748
84847615,42.929153,0.3,-2.3789482,5.2285957
20506034,22.912207,0.26,0,2.3114958
14309996,15.272768,0.3,0,1.8549819
40261188,39.479736,0.30001953,-1.0916035,10.864422
31348286,72.04102,0.22993422,-1.2705418,7.604655
20026862,27.111778,0.25980392,0,-3.8345597
31071899,52.980026,0.3,0,4.3187017
18680,20.563036,0.18012066,0,1.2050095
42891613,11.7379675,0.2,-1.4859675,0.11469212
22378127,15.011029,0.21005291,-1.4293382,1.4200714
4820871,20.04322,0.28,-0.59195334,-1.7833503
82272890,30.94283,0.2,0,3.933548
84670170,29.803478,0.30007794,0,3.7842274
14160921,31.320122,0.21013825,-2.8445916,4.016216
24812856,13.312468,0.2,-1.9074974,-7.10826
4529641,15.288729,0.3,0,0.31599736
33696400,10.197121,0.26981133,-1.5787957,-0.56337655
71725625,49.778038,0.30999896,0,20.325348
60107621,14.431295,0.27974683,0,-0.5363816
14319059,12.620121,0.19006622,0,-3.749597
22410826,15.404082,0.2502857,0,0.05966651
60489299,18.180504,0.18578431,-1.7764783,0.6768952
11229830,14.276802,0.21011905,0,-0.91706276
20052590,15.575804,0.2801205,0,1.0188322
20165803,18.452917,0.25,0,-0.41827717
84407709,9.174426,0.18980892,0,0.14515737
32418867,22.37318,0.3,0,-0.220898
84416080,26.8843,0.2199005,-1.1477404,-0.90842843
53783849,26.591984,0.30013105,0,1.1687342
12477827,35.76566,0.28993136,0,3.0485451
22512795,13.391089,0.24972376,0,-3.3705878
3507527,32.233772,0.2,0,-1.5062139
63818991,18.520372,0.24022989,0,-2.5256288
62255247,11.011693,0.3,0,-1.5341187
61139720,75.43542,0.3,0,14.512304
94756058,22.013248,0.32978722,0,4.3779387
12397715,17.221289,0.19604087,0,-3.1657314
73222939,13.326664,0.35020408,0,4.407178
23887837,7.354248,0.3,-0.64317584,1.0578976
2835448,19.706833,0.22996846,0,4.521299
82131922,20.508387,0.2701706,-1.6581175,-3.1063828
14469998,28.271446,0.3,0,7.9005175
21000875,12.891529,0.2998771,0,14.481026
31966720,9.155207,0.2502994,0,-5.6990566
23025825,173.39056,0.2999608,-1.354589,23.631075
83240971,27.52006,0.3,-2.2021987,9.070499
71160447,17.268211,0.3,0,2.8996842
23105159,22.17373,0.1798175,0,-1.7594719
